"SITE_ID","YEAR","WEEK","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"WFM007","2015.0","48.0","11/24/2015 09:00:00","12/01/2015 08:00:00","","","","","","","","","","",""
"CAT175","2015.0","48.0","11/24/2015 09:00:00","12/01/2015 08:00:00","0.935","1.12","0.953","1.26","2.194","0.506","0.065","0.239","0.036","0.034","0.214"
"DCP114","2015.0","48.0","11/24/2015 09:00:00","12/01/2015 08:00:00","","","","","","","","","","",""
"KIC003","2015.0","48.0","11/24/2015 09:00:00","12/01/2015 08:00:00","0.532","1.072","1.678","0.142","1.817","0.493","0.512","0.116","0.037","0.034","0.142"
"QAK172","2015.0","48.0","11/24/2015 09:00:00","12/01/2015 08:00:00","1.789","0.61","0.59","0.84","1.417","0.258","0.157","0.103","0.043","0.028","0.107"
"SEK430","2015.0","48.0","11/24/2015 09:00:00","12/01/2015 08:00:00","0.492","0.483","1.322","0.899","2.206","0.506","0.057","0.066","0.013","0.045","0.031"
"LAV410","2015.0","48.0","11/24/2015 09:00:00","12/01/2015 08:00:00","0.243","0.232","0.062","0.089","0.149","0.1","0.021","0.024","0.004","0.01","0.017"
"NIC001","2015.0","48.0","11/24/2015 09:00:00","12/01/2015 08:00:00","0.436","1.026","0.57","0.739","1.297","0.458","0.051","0.078","0.015","0.029","0.026"
"KNZ184","2015.0","48.0","11/24/2015 09:00:00","12/01/2015 08:00:00","0.366","1.217","1.443","0.195","1.635","0.626","0.347","0.135","0.035","0.03","0.121"
"CTH110","2015.0","48.0","11/24/2015 09:00:00","12/01/2015 08:00:00","0.726","0.934","0.882","0.719","1.589","0.496","0.059","0.123","0.02","0.031","0.069"
"BWR139","2015.0","48.0","11/24/2015 09:00:00","12/01/2015 08:00:00","1.068","0.847","1.107","0.621","1.718","0.451","0.061","0.454","0.059","0.057","0.529"
"BWR139","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","1.527","1.615","2.008","0.736","2.733","1.156","0.064","0.06","0.015","0.046","0.043"
"OXF122","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","1.629","1.809","3.28","0.616","3.886","1.591","0.113","0.04","0.021","0.055","0.043"
"KIC003","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","0.681","0.748","1.686","0.603","2.28","0.494","0.565","0.024","0.03","0.038","0.018"
"JOT403","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","0.289","0.228","0.224","0.666","0.88","0.092","0.127","0.044","0.014","0.016","0.022"
"DEN417","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","1.067","0.592","0.035","0.19","0.222","0.098","0.019","0.02","0.005","0.006","0.018"
"SEK430","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","","","","","","","","","","",""
"PAL190","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","","","","","","","","","","",""
"WFM105","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","0.233","0.73","0.16","0.619","0.77","0.316","0.022","0.013","0.004","0.01","0.017"
"HWF187","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","0.238","1.028","0.312","0.245","0.553","0.472","0.021","0.012","0.005","0.014","0.035"
"ALC188","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","1.082","1.416","0.251","1.325","1.555","0.453","0.142","0.108","0.018","0.069","0.073"
"CTH110","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","1.147","1.597","1.443","0.993","2.42","0.938","0.068","0.029","0.011","0.03","0.04"
"YOS404","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","0.129","0.159","0.077","0.301","0.373","0.063","0.031","0.022","0.006","0.012","0.015"
"DCP114","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","","","","","","","","","","",""
"BBE401","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","1.246","0.728","0.272","0.509","0.773","0.267","0.256","0.034","0.011","0.024","0.016"
"KNZ184","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","0.823","0.651","0.704","0.824","1.515","0.32","0.386","0.024","0.022","0.039","0.018"
"LAV410","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","0.142","0.074","0.036","0.06","0.095","0.032","0.008","0.029","0.004","0.016","0.028"
"QAK172","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","2.323","1.659","2.601","1.282","3.863","1.246","0.152","0.037","0.031","0.063","0.035"
"CAT175","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","1.332","1.089","0.4","1.073","1.456","0.496","0.04","0.024","0.009","0.022","0.057"
"PIN414","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","0.129","0.349","0.676","0.308","0.979","0.17","0.06","0.218","0.031","0.049","0.219"
"BEL116","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","1.918","1.754","1.045","1.044","2.072","0.854","0.138","0.026","0.018","0.055","0.037"
"NIC001","2015.0","49.0","12/01/2015 09:00:00","12/08/2015 08:00:00","0.222","1.248","0.762","0.446","1.201","0.674","0.034","0.012","0.006","0.022","0.017"
"JOT403","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.264","0.224","0.595","0.888","1.469","0.095","0.111","0.185","0.028","0.031","0.119"
"HWF187","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.339","1.542","0.554","0.823","1.363","0.639","0.068","0.053","0.013","0.04","0.033"
"CTH110","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","1.046","2.671","1.603","1.461","3.041","1.338","0.101","0.072","0.018","0.058","0.072"
"KIC003","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.302","0.457","1.212","0.248","1.456","0.059","1.393","0.025","0.035","0.063","0.063"
"BBE401","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","","","","","","","","","","",""
"ALC188","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.378","1.895","0.605","0.841","1.433","0.233","0.206","0.783","0.1","0.068","0.482"
"OXF122","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","1.298","2.523","1.488","1.098","2.568","1.036","0.265","0.158","0.045","0.065","0.037"
"QAK172","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","1.16","2.626","0.636","1.522","2.133","0.865","0.185","0.161","0.041","0.061","0.033"
"DCP114","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.682","2.445","1.099","1.093","2.175","1.05","0.191","0.155","0.039","0.075","0.034"
"PIN414","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.162","0.457","0.763","0.547","1.301","0.064","0.069","0.841","0.101","0.077","1.213"
"WFM105","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.346","1.606","0.406","1.154","1.542","0.596","0.066","0.046","0.012","0.029","0.017"
"PAL190","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.802","0.722","0.552","0.411","0.956","0.31","0.492","0.025","0.022","0.035","0.018"
"DEN417","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.885","0.163","0.056","0.088","0.143","0.039","0.022","0.026","0.006","0.005","0.019"
"LAV410","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.052","0.062","0.044","0.029","0.072","0.017","0.008","0.052","0.006","0.01","0.063"
"KNZ184","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.164","0.594","1.238","0.296","1.528","0.19","1.105","0.047","0.059","0.03","0.047"
"NIC001","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.355","1.743","0.806","0.879","1.671","0.836","0.084","0.051","0.014","0.047","0.017"
"BEL116","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.758","2.468","0.768","1.82","2.558","0.763","0.23","0.156","0.046","0.088","0.035"
"SEK430","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.173","0.477","1.933","0.533","2.458","0.655","0.063","0.166","0.026","0.058","0.156"
"YOS404","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.084","0.092","0.042","0.073","0.113","0.021","0.01","0.047","0.007","0.011","0.052"
"CAT175","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.742","2.45","2.219","1.636","3.829","1.323","0.134","0.122","0.026","0.059","0.033"
"BWR139","2015.0","50.0","12/08/2015 09:00:00","12/15/2015 08:00:00","0.799","1.92","1.495","1.27","2.745","1.01","0.08","0.255","0.036","0.078","0.043"
"CAT175","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.384","0.723","0.904","0.691","1.584","0.457","0.08","0.041","0.016","0.021","0.034"
"DEN417","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.366","0.098","0.06","0.047","0.106","0.024","0.021","0.037","0.007","0.005","0.037"
"BBE401","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","","","","","","","","","","",""
"SEK430","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.054","0.215","0.619","0.472","1.083","0.232","0.022","0.028","0.006","0.032","0.018"
"ALC188","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.656","1.002","0.701","0.317","1.014","0.23","0.162","0.527","0.068","","0.556"
"BEL116","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.657","0.864","0.64","0.736","1.364","0.372","0.139","0.117","0.028","0.038","0.081"
"KIC003","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.295","0.929","1.717","0.293","2.006","0.579","0.508","0.055","0.027","0.029","0.054"
"WFM105","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.263","0.439","0.127","0.455","0.574","0.175","0.036","0.013","0.006","0.009","0.017"
"PAL190","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.945","0.56","0.553","0.454","1.0","0.268","0.417","0.042","0.023","0.034","0.016"
"CTH110","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.476","1.063","0.997","0.589","1.576","0.609","0.092","0.052","0.017","0.027","0.04"
"LAV410","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.059","0.048","0.027","0.042","0.068","0.021","0.006","0.005","0.002","0.01","0.016"
"HWF187","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.23","0.601","0.247","0.385","0.625","0.255","0.048","0.022","0.008","0.015","0.035"
"KNZ184","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.405","0.895","1.559","0.47","2.021","0.555","0.43","0.062","0.026","0.027","0.055"
"PIN414","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.084","0.153","0.179","0.231","0.406","0.05","0.03","0.168","0.023","0.032","0.232"
"QAK172","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","1.076","0.835","0.678","0.721","1.387","0.375","0.191","0.05","0.036","0.03","0.044"
"YOS404","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.061","0.067","0.027","0.053","0.079","0.024","0.012","0.007","0.002","0.005","0.016"
"JOT403","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.185","0.271","0.796","0.409","1.198","0.206","0.085","0.118","0.02","0.021","0.083"
"OXF122","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","1.132","1.018","0.931","0.553","1.475","0.462","0.216","0.041","0.031","0.041","0.029"
"DCP114","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","","","","","","","","","","",""
"NIC001","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","0.164","0.607","0.546","0.323","0.864","0.331","0.058","0.023","0.01","0.018","0.017"
"BWR139","2015.0","51.0","12/15/2015 09:00:00","12/22/2015 08:00:00","1.038","0.829","0.65","0.342","0.986","0.327","0.069","0.551","0.071","0.05","0.773"
"NIC001","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.154","0.439","0.174","0.217","0.388","0.199","0.03","0.021","0.006","0.017","0.031"
"OXF122","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.744","0.853","0.824","0.415","1.233","0.467","0.09","0.05","0.017","0.034","0.051"
"JOT403","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.21","0.381","0.838","0.51","1.34","0.166","0.215","0.257","0.042","0.039","0.163"
"CTH110","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","","","","","","","","","","",""
"YOS404","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.115","0.088","0.064","0.073","0.135","0.021","0.027","0.037","0.006","0.007","0.015"
"LAV410","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.071","0.047","0.032","0.037","0.068","0.023","0.006","0.032","0.004","0.005","0.058"
"QAK172","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.693","0.741","0.335","0.41","0.738","0.289","0.066","0.051","0.017","0.044","0.034"
"PIN414","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.072","0.308","0.524","0.069","0.591","0.135","0.043","0.656","0.08","0.044","1.121"
"DCP114","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.624","0.951","0.604","0.443","1.04","0.428","0.066","0.075","0.018","0.039","0.034"
"BWR139","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","1.041","0.814","0.638","0.329","0.962","0.318","0.069","0.555","0.071","0.049","0.783"
"DEN417","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.271","0.085","0.042","0.039","0.081","0.034","0.01","0.024","0.004","0.005","0.023"
"BEL116","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.387","1.061","0.822","0.561","1.374","0.466","0.077","0.126","0.024","0.05","0.018"
"HWF187","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.155","0.396","0.068","0.158","0.224","0.17","0.016","0.017","0.005","0.012","0.033"
"CAT175","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.26","0.403","0.148","0.421","0.563","0.157","0.038","0.02","0.006","0.017","0.032"
"BBE401","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","","","","","","","","","","",""
"SEK430","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.067","0.262","1.012","0.168","1.177","0.276","0.033","0.18","0.024","0.043","0.132"
"KIC003","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.276","1.205","2.023","0.127","2.148","0.861","0.295","0.031","0.018","0.023","0.051"
"ALC188","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.293","2.951","0.684","0.313","0.992","0.362","0.14","1.689","0.216","0.121","1.86"
"WFM105","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.203","0.538","0.178","0.317","0.49","0.217","0.04","0.046","0.006","0.014","0.039"
"KNZ184","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.392","1.155","1.45","0.3","1.745","0.658","0.341","0.036","0.017","0.024","0.033"
"PAL190","2015.0","52.0","12/22/2015 09:00:00","12/29/2015 08:00:00","0.804","0.542","1.056","0.2","1.253","0.429","0.106","0.014","0.008","0.012","0.009"
"JOT403","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.297","0.522","0.745","0.54","1.276","0.3","0.188","0.053","0.02","0.068","0.046"
"SEK430","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.125","0.253","0.182","0.866","1.034","0.135","0.038","0.015","0.006","0.03","0.014"
"HWF187","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.289","0.716","0.364","0.183","0.543","0.362","0.018","0.083","0.016","0.034","0.106"
"OXF122","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","1.084","1.589","1.769","0.486","2.247","1.115","0.114","0.051","0.02","0.033","0.051"
"CAT175","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.37","0.685","0.268","0.465","0.725","0.35","0.021","0.014","0.005","0.018","0.034"
"DCP114","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.967","1.179","1.558","0.581","2.13","0.913","0.097","0.037","0.017","0.039","0.045"
"KNZ184","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.418","0.95","2.932","0.265","3.192","1.041","0.516","0.075","0.023","0.05","0.106"
"CTH110","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","","","","","","","","","","",""
"QAK172","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","1.144","1.369","1.386","0.7","2.075","0.786","0.152","0.066","0.036","0.034","0.073"
"DEN417","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.297","0.067","0.048","0.03","0.077","0.034","0.011","0.071","0.009","0.006","0.109"
"BWR139","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.918","1.275","1.035","0.495","1.522","0.695","0.057","0.149","0.025","0.05","0.065"
"PAL190","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.804","0.542","1.056","0.2","1.253","0.43","0.106","0.014","0.008","0.012","0.009"
"YOS404","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.073","0.18","0.094","0.171","0.263","0.078","0.048","0.012","0.005","0.014","0.015"
"ALC188","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.944","1.27","0.381","0.656","1.026","0.504","0.106","0.127","0.022","0.078","0.132"
"LAV410","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.216","0.138","0.081","0.208","0.286","0.082","0.021","0.019","0.003","0.014","0.016"
"WFM105","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.32","0.628","0.315","0.41","0.719","0.257","0.016","0.083","0.015","0.014","0.078"
"BEL116","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.387","1.061","0.822","0.561","1.374","0.466","0.077","0.126","0.024","0.05","0.018"
"PIN414","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.128","0.403","0.942","0.852","1.78","0.277","0.06","0.189","0.027","0.071","0.117"
"NIC001","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.266","0.847","0.637","0.239","0.872","0.476","0.021","0.093","0.018","0.023","0.116"
"KIC003","2016.0","1.0","12/29/2015 09:00:00","01/05/2016 08:00:00","0.599","0.913","2.942","0.165","3.105","1.05","0.554","0.067","0.026","0.037","0.114"
"YOS404","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","0.221","0.041","0.028","0.07","0.097","0.02","0.008","0.007","0.002","0.005","0.015"
"KNZ184","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","0.421","1.06","1.97","0.229","2.195","0.866","0.248","0.044","0.017","0.028","0.05"
"DCP114","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","2.338","0.99","1.676","0.589","2.256","0.647","0.185","0.118","0.041","0.062","0.083"
"QAK172","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","3.078","0.906","0.939","1.125","2.046","0.363","0.312","0.135","0.054","0.074","0.109"
"BEL116","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","1.607","1.48","2.88","0.733","3.601","0.986","0.256","0.268","0.063","0.066","0.126"
"BWR139","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","0.913","0.841","2.916","0.56","3.467","0.683","0.107","0.737","0.104","0.064","0.666"
"KIC003","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","0.6","1.223","2.166","0.123","2.287","0.798","0.498","0.051","0.029","0.03","0.073"
"LAV410","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","0.233","0.033","0.027","0.052","0.078","0.02","0.005","0.009","0.002","0.005","0.015"
"CTH110","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","","","","","","","","","","",""
"HWF187","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","0.409","0.546","0.466","0.169","0.632","0.22","0.04","0.191","0.024","0.027","0.183"
"PAL190","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","0.584","1.891","2.186","0.227","2.409","1.328","0.093","0.015","0.006","0.026","0.015"
"ALC188","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","0.763","1.236","0.258","0.739","0.985","0.38","0.084","0.123","0.019","0.059","0.034"
"CAT175","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","0.695","0.539","0.7","0.668","1.358","0.246","0.051","0.17","0.021","0.028","0.089"
"PIN414","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","0.166","0.293","0.467","0.158","0.622","0.099","0.017","0.222","0.028","0.033","0.186"
"DEN417","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","0.376","0.06","0.048","0.049","0.096","0.023","0.009","0.054","0.007","0.005","0.076"
"SEK430","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","0.245","0.158","0.164","0.354","0.512","0.082","0.013","0.023","0.005","0.026","0.013"
"WFM105","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","0.779","0.467","0.429","0.582","1.002","0.154","0.059","0.202","0.017","0.026","0.142"
"JOT403","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","0.283","0.164","0.841","0.65","1.481","0.221","0.028","0.087","0.012","0.011","0.015"
"OXF122","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","2.068","1.061","2.424","0.618","3.032","0.89","0.248","0.164","0.041","0.071","0.185"
"NIC001","2016.0","2.0","01/05/2016 09:00:00","01/12/2016 08:00:00","","","","","","","","","","",""
"CTH110","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","1.674","1.09","1.1","0.575","1.666","0.632","0.07","0.078","0.012","0.036","0.04"
"SEK430","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","0.077","0.25","0.366","0.296","0.657","0.083","0.023","0.132","0.018","0.049","0.044"
"DCP114","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","1.563","1.239","2.714","0.568","3.273","1.099","0.209","0.178","0.037","0.042","0.193"
"PIN414","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","0.07","0.337","0.356","0.097","0.452","0.046","0.034","0.579","0.072","0.053","0.844"
"KIC003","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","0.868","0.775","1.883","0.324","2.202","0.66","0.923","0.146","0.042","0.041","0.207"
"WFM105","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","0.744","0.885","0.751","0.653","1.394","0.496","0.03","0.063","0.007","0.025","0.018"
"CAT175","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","1.279","1.026","1.384","0.791","2.162","0.646","0.083","0.098","0.015","0.03","0.041"
"BWR139","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","1.902","0.966","0.971","0.607","1.568","0.533","0.072","0.126","0.021","0.037","0.088"
"PAL190","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","1.168","1.368","1.208","0.378","1.58","0.788","0.22","0.017","0.013","0.019","0.017"
"HWF187","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","0.805","0.962","0.648","0.433","1.074","0.464","0.035","0.068","0.009","0.028","0.036"
"JOT403","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","0.217","0.248","0.614","1.28","1.873","0.138","0.084","0.102","0.017","0.018","0.016"
"LAV410","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","0.088","0.048","0.038","0.038","0.076","0.019","0.005","0.039","0.005","0.005","0.038"
"QAK172","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","1.844","1.162","2.15","0.727","2.865","0.899","0.195","0.148","0.04","0.047","0.148"
"YOS404","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","0.07","0.099","0.07","0.069","0.138","0.026","0.013","0.054","0.007","0.013","0.042"
"OXF122","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","2.533","1.748","3.747","0.401","4.141","1.452","0.255","0.31","0.045","0.055","0.354"
"NIC001","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","0.811","0.958","0.909","0.432","1.334","0.573","0.038","0.051","0.007","0.027","0.021"
"DEN417","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","0.74","0.148","0.034","0.1","0.132","0.052","0.01","0.011","0.003","0.006","0.022"
"ALC188","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","0.945","1.225","0.369","1.101","1.453","0.42","0.158","0.095","0.016","0.05","0.035"
"KNZ184","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","0.565","0.82","1.637","0.41","2.041","0.638","0.749","0.097","0.033","0.031","0.099"
"BEL116","2016.0","3.0","01/12/2016 09:00:00","01/19/2016 08:00:00","1.452","1.165","1.15","0.808","1.946","0.649","0.164","0.076","0.025","0.043","0.045"
"OXF122","2016.0","4.0","01/19/2016 09:00:00","01/26/2016 08:00:00","2.54","1.758","3.766","0.398","4.157","1.46","0.255","0.312","0.046","0.055","0.357"
"BBE401","2016.0","4.0","01/19/2016 09:00:00","01/26/2016 08:00:00","0.681","0.735","0.255","0.395","0.643","0.188","0.442","0.157","0.022","0.038","0.029"
"YOS404","2016.0","4.0","01/19/2016 09:00:00","01/26/2016 08:00:00","","","","","","","","","","",""
"ALC188","2016.0","4.0","01/19/2016 09:00:00","01/26/2016 08:00:00","0.74","1.653","0.694","0.9","1.58","0.43","0.137","0.457","0.06","0.06","0.267"
"DEN417","2016.0","4.0","01/19/2016 09:00:00","01/26/2016 08:00:00","0.848","0.1","0.059","0.086","0.143","0.03","0.012","0.026","0.005","0.003","0.016"
"QAK172","2016.0","4.0","01/19/2016 09:00:00","01/26/2016 08:00:00","3.987","1.74","2.443","1.122","3.547","0.907","0.325","0.268","0.061","0.052","0.111"
"DCP114","2016.0","4.0","01/19/2016 09:00:00","01/26/2016 08:00:00","3.533","1.91","3.262","0.911","4.158","1.38","0.219","0.32","0.051","0.058","0.313"
"CTH110","2016.0","4.0","01/19/2016 09:00:00","01/26/2016 08:00:00","1.795","0.973","1.685","0.524","2.2","0.665","0.104","0.292","0.017","0.034","0.296"
"PAL190","2016.0","4.0","01/19/2016 09:00:00","01/26/2016 08:00:00","1.146","0.471","0.516","0.495","1.003","0.237","0.391","0.017","0.021","0.026","0.016"
"BWR139","2016.0","4.0","01/19/2016 09:00:00","01/26/2016 08:00:00","1.857","1.239","1.654","0.707","2.349","0.717","0.09","0.282","0.029","0.045","0.168"
"SEK430","2016.0","4.0","01/19/2016 09:00:00","01/26/2016 08:00:00","0.212","0.274","0.238","0.174","0.41","0.109","0.023","0.074","0.012","0.042","0.046"
