"SITE_ID","YEAR","WEEK","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"KNZ184","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","0.719","1.383","3.851","0.214","4.061","1.345","0.682","0.111","0.038","0.052","0.143"
"BWR139","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","1.404","1.136","1.097","0.655","1.742","0.674","0.066","0.074","0.017","0.042","0.022"
"SEK430","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","0.325","0.385","0.77","0.995","1.749","0.337","0.04","0.033","0.007","0.029","0.017"
"JOT403","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","0.329","0.478","0.502","0.761","1.251","0.181","0.3","0.165","0.031","0.046","0.044"
"ALC188","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","1.071","1.114","0.179","0.811","0.977","0.411","0.082","0.037","0.009","0.044","0.039"
"PIN414","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","","","","","","","","","","",""
"WFM105","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","0.969","0.656","0.228","0.294","0.517","0.219","0.072","0.058","0.015","0.013","0.028"
"PAL190","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","1.209","1.784","2.72","0.148","2.865","1.347","0.174","0.025","0.013","0.027","0.025"
"NIC001","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","0.737","0.734","0.495","0.164","0.656","0.323","0.098","0.068","0.016","0.017","0.072"
"CTH110","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","1.182","1.036","0.925","0.321","1.241","0.53","0.136","0.069","0.026","0.047","0.055"
"YOS404","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","0.229","0.174","0.049","0.093","0.141","0.066","0.031","0.043","0.004","0.009","0.033"
"DEN417","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","0.517","0.169","0.031","0.031","0.062","0.051","0.009","0.015","0.004","0.005","0.019"
"BBE401","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","","","","","","","","","","",""
"OXF122","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","2.249","1.297","2.178","0.357","2.53","0.844","0.29","0.062","0.056","0.055","0.101"
"LAV410","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","0.232","0.118","0.033","0.045","0.078","0.057","0.044","0.013","0.003","0.007","0.014"
"DCP114","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","2.453","1.289","1.905","0.524","2.421","0.858","0.224","0.07","0.048","0.046","0.068"
"HWF187","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","0.872","0.646","0.285","0.194","0.476","0.252","0.067","0.056","0.014","0.018","0.041"
"BEL116","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","1.558","1.255","1.262","0.784","2.034","0.689","0.155","0.115","0.023","0.058","0.097"
"CAT175","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","1.141","0.97","0.65","0.413","1.057","0.409","0.12","0.058","0.021","0.026","0.033"
"QAK172","2015.0","1.0","12/30/2014 09:00:00","01/06/2015 08:00:00","2.648","0.954","1.104","0.737","1.829","0.489","0.273","0.038","0.057","0.031","0.045"
"DCP114","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","2.913","1.413","2.323","0.504","2.819","0.895","0.299","0.357","0.061","0.088","0.357"
"CAT175","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","2.995","1.278","1.233","0.827","2.047","0.61","0.092","0.236","0.019","0.04","0.058"
"ALC188","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","0.845","1.084","0.652","0.871","1.509","0.441","0.173","0.05","0.018","","0.036"
"BEL116","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","2.749","1.288","1.505","0.758","2.251","0.728","0.172","0.53","0.028","0.058","0.632"
"BBE401","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","0.371","0.978","0.795","0.751","1.534","0.461","0.199","0.021","0.011","0.024","0.019"
"YOS404","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","0.226","0.279","0.394","0.469","0.855","0.236","0.016","0.008","0.003","0.015","0.015"
"CTH110","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","3.347","1.195","0.986","0.576","1.553","0.567","0.107","0.217","0.023","0.042","0.151"
"NIC001","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","2.002","1.237","0.866","0.441","1.3","0.582","0.067","0.174","0.017","0.038","0.09"
"KNZ184","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","0.963","1.0","2.42","0.325","2.739","0.875","1.18","0.152","0.051","0.053","0.148"
"DEN417","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","0.363","0.079","0.03","0.034","0.063","0.028","0.006","0.005","0.003","0.005","0.017"
"OXF122","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","6.644","1.771","2.715","0.457","3.165","1.127","0.372","0.381","0.07","0.075","0.507"
"PIN414","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","0.271","0.41","1.003","0.455","1.451","0.324","0.068","0.131","0.025","0.042","0.017"
"HWF187","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","1.664","1.15","0.537","0.464","0.993","0.461","0.048","0.123","0.015","0.032","0.036"
"WFM105","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","2.111","1.165","0.423","0.702","1.114","0.441","0.061","0.087","0.014","0.027","0.018"
"SEK430","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","0.21","1.419","8.959","0.597","9.546","3.32","0.077","0.035","0.012","0.069","0.134"
"QAK172","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","4.832","1.496","1.752","0.832","2.571","0.779","0.275","0.236","0.055","0.049","0.175"
"PAL190","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","0.767","1.0","1.8","0.322","2.117","0.831","0.294","0.038","0.018","0.028","0.014"
"LAV410","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","0.223","0.081","0.026","0.061","0.086","0.044","0.01","0.007","0.002","0.007","0.015"
"BWR139","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","2.591","1.248","1.593","0.695","2.277","0.823","0.128","0.25","0.031","0.047","0.259"
"JOT403","2015.0","2.0","01/06/2015 09:00:00","01/13/2015 08:00:00","0.389","0.682","1.151","1.023","2.158","0.405","0.215","0.05","0.018","0.034","0.015"
"OXF122","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","5.353","2.368","4.918","0.721","5.628","2.075","0.29","0.154","0.045","0.069","0.127"
"JOT403","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","0.309","0.208","0.099","0.586","0.676","0.093","0.069","0.013","0.006","0.01","0.015"
"CTH110","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","4.989","1.686","1.804","0.627","2.422","0.956","0.087","0.313","0.019","0.043","0.204"
"CAT175","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","1.284","0.718","0.523","0.461","0.977","0.308","0.034","0.107","0.009","0.018","0.021"
"PIN414","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","0.278","0.477","0.478","0.898","1.362","0.257","0.054","0.035","0.012","0.044","0.017"
"ALC188","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","1.618","2.046","0.679","1.897","2.546","0.652","0.279","0.12","0.027","0.068","0.035"
"SEK430","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","0.123","0.745","1.744","1.165","2.891","0.838","0.034","0.014","0.005","0.035","0.017"
"WFM105","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","1.425","1.041","0.35","0.618","0.958","0.378","0.03","0.128","0.011","0.024","0.017"
"BEL116","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","2.134","2.125","3.208","0.656","3.854","1.386","0.253","0.659","0.055","0.068","0.727"
"YOS404","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","0.281","0.172","0.032","0.192","0.22","0.071","0.01","0.005","0.002","0.007","0.014"
"QAK172","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","5.581","2.424","2.846","1.295","4.12","1.466","0.24","0.212","0.04","0.052","0.085"
"KNZ184","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","0.594","0.502","1.585","0.71","2.283","0.335","1.466","0.11","0.032","0.043","0.094"
"BWR139","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","2.148","1.99","3.089","0.567","3.647","1.41","0.121","0.356","0.042","0.06","0.26"
"PAL190","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","1.842","0.801","1.371","0.704","2.063","0.615","0.479","0.029","0.026","0.041","0.016"
"DCP114","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","3.133","2.614","4.33","0.72","5.038","2.054","0.242","0.209","0.041","0.059","0.17"
"NIC001","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","1.215","1.368","0.669","0.564","1.225","0.567","0.039","0.154","0.013","0.044","0.022"
"LAV410","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","0.098","0.131","0.028","0.051","0.078","0.047","0.01","0.011","0.003","0.007","0.016"
"BBE401","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","0.319","0.555","0.083","0.741","0.812","0.224","0.164","0.009","0.009","0.016","0.016"
"DEN417","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","0.394","0.082","0.03","0.031","0.06","0.028","0.005","0.011","0.003","0.005","0.017"
"HWF187","2015.0","3.0","01/13/2015 09:00:00","01/20/2015 08:00:00","1.273","1.131","0.394","0.484","0.87","0.409","0.033","0.15","0.012","0.026","0.036"
"HWF187","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","0.827","1.056","0.29","0.298","0.583","0.402","0.029","0.12","0.011","0.032","0.04"
"CAT175","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","1.234","0.702","0.502","0.451","0.946","0.3","0.032","0.104","0.009","0.018","0.02"
"OXF122","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","3.388","2.353","4.956","0.558","5.505","2.173","0.261","0.17","0.039","0.049","0.264"
"SEK430","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","0.299","0.369","0.21","1.382","1.571","0.193","0.04","0.017","0.005","0.025","0.017"
"CTH110","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","2.586","1.927","2.012","0.618","2.619","1.165","0.083","0.262","0.01","0.047","0.217"
"LAV410","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","0.248","0.117","0.04","0.066","0.104","0.051","0.014","0.01","0.003","0.007","0.016"
"NIC001","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","0.711","1.307","0.762","0.364","1.121","0.585","0.041","0.149","0.013","0.054","0.044"
"DCP114","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","1.826","2.543","5.275","0.585","5.851","2.284","0.241","0.141","0.028","0.074","0.157"
"JOT403","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","0.219","0.247","0.146","0.413","0.552","0.044","0.154","0.058","0.018","0.024","0.015"
"PIN414","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","0.402","0.397","0.205","0.789","0.98","0.147","0.075","0.08","0.015","0.055","0.026"
"QAK172","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","3.696","3.158","3.307","1.173","4.461","1.999","0.146","0.081","0.027","0.051","0.086"
"BBE401","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","0.488","0.473","0.307","0.511","0.81","0.185","0.193","0.012","0.008","0.016","0.016"
"KIC003","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","0.618","0.96","1.602","0.295","1.892","0.477","1.195","0.025","0.036","0.151","0.026"
"DEN417","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","0.695","0.382","0.072","0.063","0.134","0.084","0.014","0.088","0.014","0.008","0.054"
"ALC188","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","1.474","1.033","0.128","0.939","1.052","0.33","0.203","0.042","0.014","0.039","0.034"
"BEL116","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","2.837","2.287","2.943","0.813","3.743","1.455","0.155","0.318","0.021","0.057","0.218"
"YOS404","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","0.198","0.131","0.046","0.105","0.149","0.052","0.019","0.012","0.003","0.008","0.015"
"WFM105","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","1.048","0.872","0.323","0.373","0.691","0.318","0.039","0.148","0.012","0.02","0.097"
"PAL190","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","0.535","0.534","0.853","0.44","1.286","0.411","0.168","0.014","0.009","0.017","0.016"
"KNZ184","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","0.424","0.846","1.185","0.477","1.654","0.402","1.199","0.048","0.036","0.033","0.045"
"BWR139","2015.0","4.0","01/20/2015 09:00:00","01/27/2015 08:00:00","2.734","2.388","3.189","0.778","3.954","1.677","0.079","0.317","0.034","0.056","0.296"
"CTH110","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","2.521","1.236","1.423","0.586","2.0","0.673","0.078","0.255","0.017","0.036","0.122"
"YOS404","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","0.263","0.194","0.038","0.278","0.312","0.082","0.022","0.009","0.004","0.013","0.014"
"ALC188","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","1.602","1.684","0.71","0.768","1.465","0.445","0.208","0.344","0.047","0.134","0.046"
"KNZ184","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","0.549","1.003","1.398","0.313","1.706","0.489","1.172","0.068","0.043","0.037","0.079"
"JOT403","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","0.243","0.284","0.104","0.794","0.885","0.115","0.069","0.023","0.009","0.019","0.015"
"BWR139","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","3.765","1.182","1.245","0.715","1.949","0.596","0.102","0.347","0.033","0.036","0.282"
"LAV410","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","0.156","0.196","0.048","0.24","0.284","0.079","0.023","0.015","0.004","0.011","0.018"
"PIN414","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","0.305","0.432","0.406","0.93","1.321","0.172","0.091","0.103","0.023","0.046","0.017"
"DCP114","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","3.563","1.662","4.06","0.494","4.546","1.607","0.155","0.256","0.039","0.045","0.241"
"OXF122","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","4.323","1.958","4.336","0.578","4.905","1.793","0.175","0.357","0.038","0.059","0.435"
"DEN417","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","0.556","0.419","0.052","0.043","0.094","0.146","0.02","0.021","0.005","0.007","0.02"
"QAK172","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","3.591","1.615","1.907","0.85","2.743","0.949","0.132","0.184","0.035","0.053","0.121"
"HWF187","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","1.019","0.688","0.353","0.243","0.592","0.231","0.04","0.191","0.016","0.021","0.131"
"PAL190","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","0.837","0.724","0.928","0.356","1.278","0.415","0.284","0.008","0.015","0.026","0.016"
"SEK430","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","0.377","0.733","2.245","1.235","3.46","0.961","0.047","0.015","0.007","0.035","0.017"
"KIC003","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","0.795","0.997","1.705","0.324","2.023","0.335","1.368","0.085","0.056","0.046","0.132"
"NIC001","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","0.977","0.752","0.423","0.221","0.641","0.293","0.052","0.161","0.017","0.033","0.12"
"BEL116","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","4.536","1.656","1.657","0.886","2.529","0.823","0.165","0.367","0.03","0.052","0.235"
"WFM105","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","1.229","0.692","0.329","0.218","0.543","0.246","0.039","0.177","0.017","0.021","0.133"
"CAT175","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","1.234","0.702","0.502","0.451","0.946","0.3","0.032","0.104","0.009","0.018","0.02"
"BBE401","2015.0","5.0","01/27/2015 09:00:00","02/03/2015 08:00:00","0.486","0.807","0.246","0.278","0.519","0.3","0.2","0.014","0.009","0.02","0.015"
"YOS404","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","0.235","0.309","0.061","0.136","0.194","0.047","0.045","0.096","0.014","0.021","0.095"
"DEN417","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","1.177","0.625","0.063","0.11","0.171","0.212","0.026","0.035","0.008","0.014","0.018"
"QAK172","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","6.2","1.976","1.168","1.135","2.285","0.815","0.256","0.199","0.051","0.056","0.112"
"CTH110","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","3.915","1.715","2.141","0.912","3.038","1.052","0.089","0.195","0.022","0.064","0.067"
"KIC003","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","0.982","1.713","5.021","0.314","5.329","1.75","0.66","0.109","0.041","0.05","0.13"
"BEL116","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","4.345","2.038","2.145","0.897","3.028","1.124","0.216","0.302","0.053","0.078","0.284"
"SEK430","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","0.253","0.791","0.217","0.746","0.952","0.126","0.09","0.314","0.033","0.058","0.227"
"NIC001","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","1.803","1.623","1.237","0.708","1.934","0.841","0.033","0.107","0.017","0.04","0.019"
"PAL190","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","0.836","1.041","0.307","1.001","1.292","0.445","0.378","0.038","0.023","0.031","0.015"
"OXF122","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","4.832","2.514","3.131","0.788","3.907","1.668","0.244","0.328","0.039","0.065","0.356"
"CAT175","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","3.25","1.48","1.714","1.335","3.027","0.829","0.095","0.196","0.022","0.045","0.049"
"BBE401","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","0.497","0.685","0.242","0.498","0.733","0.27","0.319","0.017","0.014","0.023","0.015"
"HWF187","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","1.483","1.291","0.487","0.572","1.05","0.533","0.024","0.101","0.015","0.031","0.038"
"BWR139","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","2.927","1.497","1.87","0.675","2.534","0.975","0.104","0.282","0.041","0.069","0.225"
"KNZ184","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","1.001","2.054","4.319","0.666","4.974","1.664","0.753","0.096","0.038","0.04","0.083"
"DCP114","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","3.331","2.086","1.941","0.678","2.608","1.194","0.186","0.217","0.039","0.053","0.191"
"JOT403","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","0.293","0.429","0.224","1.512","1.711","0.158","0.107","0.066","0.016","0.019","0.017"
"PIN414","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","0.248","0.522","0.391","0.375","0.761","0.082","0.068","0.551","0.071","0.06","0.669"
"WFM105","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","1.627","1.34","0.831","0.706","1.526","0.586","0.03","0.141","0.021","0.039","0.028"
"LAV410","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","","","","","","","","","","",""
"ALC188","2015.0","6.0","02/03/2015 09:00:00","02/10/2015 08:00:00","1.197","1.837","0.202","1.377","1.557","0.505","0.161","0.169","0.025","0.095","0.027"
"PIN414","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","0.129","0.385","0.381","0.407","0.781","0.148","0.06","0.119","0.022","0.048","0.026"
"LAV410","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","0.284","0.241","0.035","0.074","0.107","0.096","0.022","0.011","0.005","0.011","0.015"
"YOS404","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","0.245","0.198","0.066","0.142","0.205","0.084","0.019","0.029","0.005","0.013","0.018"
"NIC001","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","1.151","1.216","0.737","0.37","1.102","0.431","0.044","0.28","0.055","0.057","0.179"
"ALC188","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","0.914","1.989","0.56","0.983","1.527","0.479","0.18","0.553","0.074","0.087","0.506"
"BEL116","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","4.634","1.775","2.26","0.767","3.015","0.997","0.245","0.806","0.059","0.064","0.862"
"DCP114","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","2.859","1.947","2.773","0.461","3.227","1.313","0.274","0.358","0.085","0.053","0.412"
"BBE401","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","0.539","1.436","0.738","0.415","1.147","0.523","0.501","0.04","0.022","0.037","0.015"
"PAL190","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","1.152","1.004","1.055","0.698","1.742","0.525","0.606","0.029","0.027","0.035","0.016"
"WFM105","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","1.607","1.375","0.788","0.699","1.476","0.43","0.049","0.295","0.055","0.046","0.047"
"BWR139","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","3.355","2.013","2.069","0.758","2.814","0.945","0.123","0.568","0.053","0.056","0.361"
"QAK172","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","7.494","2.345","2.445","0.89","3.321","1.154","0.3","0.445","0.091","0.069","0.384"
"KNZ184","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","0.753","1.332","1.997","0.321","2.313","0.734","1.184","0.163","0.057","0.053","0.172"
"OXF122","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","3.733","2.16","2.797","0.571","3.359","1.373","0.343","0.385","0.102","0.055","0.481"
"CTH110","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","","","","","","","","","","",""
"CAT175","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","1.411","1.108","0.899","0.669","1.557","0.454","0.057","0.262","0.038","0.04","0.113"
"DEN417","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","0.414","0.197","0.043","0.088","0.129","0.069","0.011","0.017","0.004","0.006","0.018"
"KIC003","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","0.994","1.481","2.072","0.276","2.344","0.866","1.304","0.167","0.057","0.052","0.168"
"HWF187","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","0.832","1.193","0.662","0.37","1.025","0.379","0.041","0.308","0.054","0.042","0.147"
"JOT403","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","0.129","0.321","0.262","0.744","0.994","0.129","0.159","0.082","0.022","0.021","0.017"
"SEK430","2015.0","7.0","02/10/2015 09:00:00","02/17/2015 08:00:00","0.146","0.579","0.773","0.875","1.634","0.333","0.051","0.149","0.023","0.049","0.017"
"OXF122","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","2.726","2.759","4.402","0.461","4.856","1.899","0.416","0.659","0.113","0.084","0.916"
"QAK172","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","6.609","2.522","2.407","1.152","3.541","1.186","0.211","0.388","0.069","0.061","0.121"
"BBE401","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","0.763","1.012","0.329","0.346","0.67","0.358","0.246","0.051","0.015","0.022","0.016"
"SEK430","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","0.368","1.513","3.82","0.95","4.755","1.654","0.094","0.047","0.016","0.048","0.05"
"JOT403","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","0.21","0.695","0.681","1.834","2.486","0.261","0.263","0.154","0.038","0.035","0.047"
"BEL116","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","3.375","2.411","1.919","0.878","2.783","1.072","0.184","0.93","0.043","0.059","0.927"
"PIN414","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","0.176","1.353","0.553","1.81","2.333","0.396","0.23","0.304","0.029","0.064","0.042"
"HWF187","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","1.314","1.8","0.794","0.633","1.417","0.668","0.069","0.225","0.034","0.044","0.041"
"DEN417","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","0.383","0.227","0.053","0.033","0.085","0.076","0.013","0.049","0.007","0.005","0.049"
"YOS404","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","0.277","0.597","0.283","0.276","0.555","0.212","0.071","0.122","0.011","0.022","0.015"
"CAT175","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","2.905","1.929","0.735","1.092","1.809","0.684","0.074","0.246","0.034","0.041","0.036"
"DCP114","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","4.326","2.594","3.943","0.619","4.552","1.699","0.294","0.564","0.094","0.074","0.467"
"ALC188","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","0.772","2.067","0.753","0.769","1.51","0.464","0.191","0.756","0.099","0.083","0.755"
"WFM105","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","2.245","1.813","0.675","1.124","1.781","0.617","0.089","0.232","0.035","0.044","0.018"
"PAL190","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","0.697","1.263","1.261","0.604","1.856","0.642","0.508","0.051","0.029","0.044","0.016"
"NIC001","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","1.58","2.08","1.04","0.745","1.773","0.795","0.091","0.205","0.039","0.051","0.021"
"LAV410","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","0.094","0.224","0.056","0.081","0.136","0.091","0.029","0.033","0.005","0.012","0.016"
"CTH110","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","","","","","","","","","","",""
"KIC003","2015.0","8.0","02/17/2015 09:00:00","02/24/2015 08:00:00","1.753","1.987","2.365","0.246","2.607","1.161","1.082","0.142","0.058","0.06","0.147"
